mac,serial,latitude,longitude,battery_level,last_used_date,manual_geoloc,timezone,association_date
a4:7e:fa:0e:da:df,SN-a4:7e:fa:0e:da:df,59.9546,10.7618,47,1690721607,,Europe/Oslo,2023-07-26T19:52:35+02:00
